what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669320860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669360994
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327669361170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327669478334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669519143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669571203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669576740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669586703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327669593503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670012118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670017795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670048954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670053097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670061038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670064393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670106922
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327670107065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670135930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670149203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670807279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327670817998
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327670841926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327670848323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671804316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671804614
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327671836324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671844139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671855145
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327671873263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327671881106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327671915369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671916387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671924747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327671943345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671945716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671957264
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327671957363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671976809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327671986274
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327672184729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327672187491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327672190422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327672209423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672218309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672221585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327672225496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672244872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672257883
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1327672276356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672277729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327672289932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327673238452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327673238753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674611306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674616937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674647807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327674686827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327674690251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674693827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674711514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327674734278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327674749505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674753220
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327674776905
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674778657
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327674778693
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674785061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674789542
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327674794582
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674801516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327674831697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674834410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674853462
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674863553
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674865922
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674868293
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674879839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674888059
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674889862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674890490
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674892101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327674895365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674900138
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674902096
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674916537
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.rename.element",1327674922885
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674935242
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674938422
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674944769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327674984002
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327674992175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675011493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675016209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675016255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675064389
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675085978
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675091070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327675091947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327675098544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675102227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675109137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675110971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675121226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327675156904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675161455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675166666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675169167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675179260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675217281
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327675217375
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675246900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675249780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675255431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675257988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675262497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675267083
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327675267178
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675269004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675271513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675276134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675278889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675298524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675304577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675306486
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675312337
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675320201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675360250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675368161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675371134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675390478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675401022
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327675401070
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675410401
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675415195
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675420504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327675423679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675435106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675446458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675456461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675459734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675462838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675498607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675508306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675516725
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675521020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327675535194
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675554203
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675556958
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675571291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675585669
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675587437
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675605855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327675610071
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675612803
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675805321
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675807030
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327675860055
