what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1327682509235
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327682509254
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1327682509261
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1327682509382
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1327682509424
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1327682509435
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327682509445
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327682509446
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327682509446
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1327682509463
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1327682509490
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327682509505
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327682509505
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1327682509557
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1327682509571
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327682509585
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327682509599
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327682509618
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327682509687
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327682509698
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327682509706
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327682509712
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327682509712
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327682509722
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1327682509731
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1327682509743
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327682509743
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327682509757
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327682509777
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327682509796
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327682509808
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327682509845
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327682509852
os,sysinfo,,,"linux",1327682509857
arch,sysinfo,,,"x86",1327682509857
ws,sysinfo,,,"gtk",1327682509857
locale,sysinfo,,,"it_IT",1327682509857
processors,sysinfo,,,"1",1327682509857
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1327682509857
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1327682509857
java.specification.name,sysinfo,,,"Java Platform API Specification",1327682509857
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327682509857
java.specification.version,sysinfo,,,"1.6",1327682509857
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1327682509857
java.version,sysinfo,,,"1.6.0_23",1327682509857
java.vm.info,sysinfo,,,"mixed mode, sharing",1327682509857
java.vm.name,sysinfo,,,"OpenJDK Client VM",1327682509857
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327682509857
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327682509857
java.vm.specification.version,sysinfo,,,"1.0",1327682509857
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327682509857
java.vm.version,sysinfo,,,"20.0-b11",1327682509857
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327682510106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682531195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682576135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682597965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682744363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682755087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682761590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682786322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327682790631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327682801724
