what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327425058001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327425064733
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327425067817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425070636
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1327425072165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327425072166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425072226
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1327425076420
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1327425076527
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327425076550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425127282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425142056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425148558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425226985
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1327425290319
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1327425290401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327425290424
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1327425293080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425297502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327425411557
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327425413612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327425418461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327425423442
