what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328217350435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328217446340
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328217540205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217546035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217548567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217549472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217561913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217565147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217681463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217702841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217883092
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328217894813
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328217898251
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328217983968
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218081661
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328218238428
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218239923
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218241131
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328218241452
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218294139
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218317809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328218349140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328218385458
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218396423
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328218480039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218490911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218568169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218573257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218629095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218632375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218633751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218634584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218636058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218703611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218788041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218791051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218791611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328218795161
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218796075
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218796163
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328218796184
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218824107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328218828309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328218838152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218856099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218861837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328218870337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328218872334
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328218889974
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328218891983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328218900276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328218901039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218904184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218923862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328218931787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218938964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218967515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328218975789
