what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943635608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943640234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327943657452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327943667816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327943670929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943678621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943699617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943726346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943729299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327943735988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943737418
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1327943753458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943754217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943759124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327943774724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327943777813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327943779349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943782171
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1327943784480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943785240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943790219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943801081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943802948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943803338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943803395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943805172
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1327943807186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943807980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327943812885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327943820347
